編號,經度,緯度,事件類別,CBI值
111_A2_7-12_1635,120.714338,24.244897,A2,1
111_A2_7-12_1636,120.207592,22.997939,A2,1
111_A2_7-12_1637,121.485198,24.993454,A2,1
111_A2_7-12_1638,120.478264,22.672831,A2,1
111_A2_7-12_1639,120.69469,24.026391,A2,1
111_A2_7-12_1640,121.570761,25.020227,A2,1
111_A2_7-12_1641,120.942099,24.79542,A2,1
111_A2_7-12_1642,120.338792,22.616647,A2,1
111_A2_7-12_1643,121.016806,24.775702,A2,1
111_A2_7-12_1644,121.022641,24.783246,A2,1
111_A2_7-12_1645,121.534727,24.956362,A2,1
111_A2_7-12_1646,120.281388,22.782604,A2,1
111_A2_7-12_1647,121.314552,24.999692,A2,1
111_A2_7-12_1648,121.553848,25.043808,A2,1
111_A2_7-12_1649,120.520313,24.059532,A2,1
111_A2_7-12_1650,120.975029,24.802039,A2,1
111_A2_7-12_1651,120.721877,24.25935,A2,1
111_A2_7-12_1652,120.53685,24.075434,A2,1
111_A2_7-12_1653,121.513453,24.963037,A2,1
111_A2_7-12_1654,120.235803,22.923909,A2,1
111_A2_7-12_1655,121.583311,23.956545,A2,1
111_A2_7-12_1656,121.03107,24.818852,A2,1
111_A2_7-12_1657,121.454066,25.048345,A2,1
111_A2_7-12_1658,120.3044,22.72662,A2,1
111_A2_7-12_1659,121.270322,24.959574,A2,1
111_A2_7-12_1660,120.652314,24.425509,A2,1
111_A2_7-12_1661,121.340511,24.993593,A2,1
111_A2_7-12_1662,121.566207,25.054216,A2,1
111_A2_7-12_1663,120.249842,23.464772,A2,1
111_A2_7-12_1664,121.301192,25.019297,A2,1
111_A2_7-12_1665,120.56555,24.23713,A2,1
111_A2_7-12_1666,121.374266,25.070154,A2,1
111_A2_7-12_1667,121.554382,24.953618,A2,1
111_A2_7-12_1668,120.646884,24.222052,A2,1
111_A2_7-12_1669,121.45,25.033333,A2,1
111_A2_7-12_1670,120.461868,22.544976,A2,1
111_A2_7-12_1671,120.657943,24.117891,A2,1
111_A2_7-12_1672,120.225125,23.013776,A2,1
111_A2_7-12_1673,120.698369,24.174083,A2,1
111_A2_7-12_1674,120.467144,22.48076,A2,1
111_A2_7-12_1675,121.495462,24.990713,A2,1
111_A2_7-12_1676,121.456566,25.0508,A2,1
111_A2_7-12_1677,120.568745,22.761419,A2,1
111_A2_7-12_1678,120.539625,24.076066,A2,1
111_A2_7-12_1679,121.216186,24.867195,A2,1
111_A2_7-12_1680,121.767929,24.676155,A2,1
111_A2_7-12_1681,120.487589,22.670551,A2,1
111_A2_7-12_1682,121.437742,24.972709,A2,1
111_A2_7-12_1683,120.430941,23.710327,A2,1
111_A2_7-12_1684,120.328191,22.632977,A2,1
111_A2_7-12_1685,120.566584,23.96437,A2,1
111_A2_7-12_1686,120.251482,23.181868,A2,1
111_A2_7-12_1687,121.201704,25.059201,A2,1
111_A2_7-12_1688,120.217806,22.991798,A2,1
111_A2_7-12_1689,120.2765,22.87977,A2,1
111_A2_7-12_1690,120.964362,24.803557,A2,1
111_A2_7-12_1691,121.733975,25.132134,A2,1
111_A2_7-12_1692,120.687057,23.757659,A2,1
111_A2_7-12_1693,121.466618,25.019565,A2,1
111_A2_7-12_1694,120.686737,24.131688,A2,1
111_A2_7-12_1695,120.174673,23.181148,A2,1
111_A2_7-12_1696,120.364075,23.894003,A2,1
111_A2_7-12_1697,120.947305,24.797463,A2,1
111_A2_7-12_1698,120.30379,22.647389,A2,1
111_A2_7-12_1699,120.678344,24.145111,A2,1
111_A2_7-12_1700,120.559433,23.97073,A2,1
111_A2_7-12_1701,121.106133,24.98417,A2,1
111_A2_7-12_1702,120.217816,22.992314,A2,1
111_A2_7-12_1703,121.470888,25.070877,A2,1
111_A2_7-12_1704,121.532659,25.038297,A2,1
111_A2_7-12_1705,121.481735,25.078933,A2,1
111_A2_7-12_1706,121.027901,24.869657,A2,1
111_A2_7-12_1707,121.524991,25.037438,A2,1
111_A2_7-12_1708,120.310887,22.963467,A2,1
111_A2_7-12_1709,121.746996,25.130623,A2,1
111_A2_7-12_1710,121.756162,25.128502,A2,1
111_A2_7-12_1711,121.60832,23.977049,A2,1
111_A2_7-12_1712,120.682591,24.138134,A2,1
111_A2_7-12_1713,121.509293,25.084943,A2,1
111_A2_7-12_1714,120.625782,22.490758,A2,1
111_A2_7-12_1715,120.212986,23.000984,A2,1
111_A2_7-12_1716,121.558581,25.059249,A2,1
111_A2_7-12_1717,121.450795,25.037788,A2,1
111_A2_7-12_1718,121.505718,25.045921,A2,1
111_A2_7-12_1719,121.612872,25.055324,A2,1
111_A2_7-12_1720,120.537394,23.885282,A2,1
111_A2_7-12_1721,121.482339,24.998281,A2,1
111_A2_7-12_1722,120.885663,24.684754,A2,1
111_A2_7-12_1723,121.478666,25.02788,A2,1
111_A2_7-12_1724,121.028179,24.822822,A2,1
111_A2_7-12_1725,120.217567,22.986165,A2,1
111_A2_7-12_1726,120.644471,24.20542,A2,1
111_A2_7-12_1727,120.315733,22.595987,A2,1
111_A2_7-12_1728,120.745623,23.820908,A2,1
111_A2_7-12_1729,121.395623,24.940092,A2,1
111_A2_7-12_1730,120.348813,22.616024,A2,1
111_A2_7-12_1731,121.496427,25.021427,A2,1
111_A2_7-12_1732,121.563535,25.02815,A2,1
111_A2_7-12_1733,121.207859,25.005929,A2,1
111_A2_7-12_1734,120.715832,24.254944,A2,1
111_A2_7-12_1735,121.746884,25.133226,A2,1
111_A2_7-12_1736,121.567415,24.98347,A2,1
111_A2_7-12_1737,121.693623,25.077924,A2,1
111_A2_7-12_1738,121.582666,24.011426,A2,1
111_A2_7-12_1739,120.3054,22.64812,A2,1
111_A2_7-12_1740,121.210335,24.916885,A2,1
111_A2_7-12_1741,121.320273,25.008587,A2,1
111_A2_7-12_1742,120.694446,24.158399,A2,1
111_A2_7-12_1743,120.566575,23.925217,A2,1
111_A2_7-12_1744,120.3535,22.56644,A2,1
111_A2_7-12_1745,120.710379,24.210447,A2,1
111_A2_7-12_1746,120.57882,23.968993,A2,1
111_A2_7-12_1747,121.575912,25.070701,A2,1
111_A2_7-12_1748,120.699587,24.085355,A2,1
111_A2_7-12_1749,121.831253,24.641112,A2,1
111_A2_7-12_1750,120.713522,24.160702,A2,1
111_A2_7-12_1751,120.545531,24.08323,A2,1
111_A2_7-12_1752,121.256916,24.972473,A2,1
111_A2_7-12_1753,120.562223,22.442598,A2,1
111_A2_7-12_1754,121.299699,25.016559,A2,1
111_A2_7-12_1755,120.656432,24.220792,A2,1
111_A2_7-12_1756,120.529136,24.065512,A2,1
111_A2_7-12_1757,121.520615,25.052543,A2,1
111_A2_7-12_1758,121.445833,25.011111,A2,1
111_A2_7-12_1759,120.478544,22.653689,A2,1
111_A2_7-12_1760,121.552899,25.03891,A2,1
111_A2_7-12_1761,121.300009,24.989124,A2,1
111_A2_7-12_1762,121.327586,24.970381,A2,1
111_A2_7-12_1763,120.352642,22.627009,A2,1
111_A2_7-12_1764,121.433478,25.060893,A2,1
111_A2_7-12_1765,121.741375,25.129956,A2,1
111_A2_7-12_1766,120.205482,22.995544,A2,1
111_A2_7-12_1767,121.493136,25.062532,A2,1
111_A2_7-12_1768,121.518143,25.032771,A2,1
111_A2_7-12_1769,120.581355,24.174786,A2,1
111_A2_7-12_1770,120.363021,23.685657,A2,1
111_A2_7-12_1771,120.459654,22.463472,A2,1
111_A2_7-12_1772,120.574877,23.95378,A2,1
111_A2_7-12_1773,120.318839,22.617445,A2,1
111_A2_7-12_1774,120.677692,23.904938,A2,1
111_A2_7-12_1775,121.53754,25.102181,A2,1
111_A2_7-12_1776,121.529137,25.101842,A2,1
111_A2_7-12_1777,120.316916,23.301812,A2,1
111_A2_7-12_1778,121.711648,25.096331,A2,1
111_A2_7-12_1779,121.571025,25.036485,A2,1
111_A2_7-12_1780,121.459657,25.007308,A2,1
111_A2_7-12_1781,120.722093,24.246458,A2,1
111_A2_7-12_1782,120.231459,22.974029,A2,1
111_A2_7-12_1783,120.33,22.60536,A2,1
111_A2_7-12_1784,120.225385,22.985323,A2,1
111_A2_7-12_1785,120.256327,23.025769,A2,1
111_A2_7-12_1786,121.50418,22.63703,A2,1
111_A2_7-12_1787,121.851722,24.595473,A2,1
111_A2_7-12_1788,120.432022,24.059734,A2,1
111_A2_7-12_1789,120.562708,22.431299,A2,1
111_A2_7-12_1790,120.508885,22.674331,A2,1
111_A2_7-12_1791,121.541373,24.989757,A2,1
111_A2_7-12_1792,120.226213,22.991762,A2,1
111_A2_7-12_1793,120.428409,24.056711,A2,1
111_A2_7-12_1794,121.533504,24.984887,A2,1
111_A2_7-12_1795,121.502358,25.133899,A2,1
111_A2_7-12_1796,120.82011,24.21252,A2,1
111_A2_7-12_1797,120.426703,23.553974,A2,1
111_A2_7-12_1798,120.685296,24.171926,A2,1
111_A2_7-12_1799,120.689509,23.979226,A2,1
111_A2_7-12_1800,120.955794,24.79519,A2,1
111_A2_7-12_1801,120.533509,22.505228,A2,1
111_A2_7-12_1802,121.313714,24.989984,A2,1
111_A2_7-12_1803,120.825421,21.931229,A2,1
111_A2_7-12_1804,121.043611,24.901316,A2,1
111_A2_7-12_1805,121.19836,24.873178,A2,1
111_A2_7-12_1806,121.213476,24.946301,A2,1
111_A2_7-12_1807,120.284309,22.629517,A2,1
111_A2_7-12_1808,120.314721,22.597079,A2,1
111_A2_7-12_1809,120.908959,24.690259,A2,1
111_A2_7-12_1810,120.354452,22.329472,A2,1
111_A2_7-12_1811,119.579269,23.574275,A2,1
111_A2_7-12_1812,121.180248,25.067023,A2,1
111_A2_7-12_1813,120.600095,24.076189,A2,1
111_A2_7-12_1814,120.495416,22.748456,A2,1
111_A2_7-12_1815,121.568743,25.042891,A2,1
111_A2_7-12_1816,121.739504,24.765367,A2,1
111_A2_7-12_1817,120.323477,23.334026,A2,1
111_A2_7-12_1818,120.718849,24.250663,A2,1
111_A2_7-12_1819,121.424159,24.989407,A2,1
111_A2_7-12_1820,120.588561,23.853604,A2,1
111_A2_7-12_1821,121.815487,24.758363,A2,1
111_A2_7-12_1822,120.786459,24.613169,A2,1
111_A2_7-12_1823,121.267311,24.991278,A2,1
111_A2_7-12_1824,121.263192,24.970231,A2,1
111_A2_7-12_1825,120.813843,24.564465,A2,1
111_A2_7-12_1826,121.225806,24.958634,A2,1
111_A2_7-12_1827,121.591793,25.049836,A2,1
111_A2_7-12_1828,121.292885,25.043681,A2,1
111_A2_7-12_1829,120.329793,22.605286,A2,1
111_A2_7-12_1830,121.549645,25.040414,A2,1
111_A2_7-12_1831,121.38928,25.077629,A2,1
111_A2_7-12_1832,121.493363,25.060956,A2,1
111_A2_7-12_1833,120.649778,24.154592,A2,1
111_A2_7-12_1834,121.321098,25.006686,A2,1
111_A2_7-12_1835,120.677416,24.153763,A2,1
111_A2_7-12_1836,120.4084,22.54626,A2,1
111_A2_7-12_1837,120.679448,23.757731,A2,1
111_A2_7-12_1838,120.954487,24.802133,A2,1
111_A2_7-12_1839,120.604435,23.919443,A2,1
111_A2_7-12_1840,121.366766,25.077158,A2,1
111_A2_7-12_1841,120.603801,24.381193,A2,1
111_A2_7-12_1842,121.29226,24.992823,A2,1
111_A2_7-12_1843,120.305,22.577,A2,1
111_A2_7-12_1844,121.207113,24.914665,A2,1
111_A2_7-12_1845,121.146001,24.916986,A2,1
111_A2_7-12_1846,120.548023,24.0746,A2,1
111_A2_7-12_1847,121.222567,24.954974,A2,1
111_A2_7-12_1848,121.495063,25.031554,A2,1
111_A2_7-12_1849,121.21538,24.868672,A2,1
111_A2_7-12_1850,121.563942,25.026725,A2,1
111_A2_7-12_1851,121.310467,24.996326,A2,1
111_A2_7-12_1852,121.480902,25.093975,A2,1
111_A2_7-12_1853,121.695638,25.156787,A2,1
111_A2_7-12_1854,121.764595,25.154938,A2,1
111_A2_7-12_1855,121.958175,25.004371,A2,1
111_A2_7-12_1856,121.511018,25.000591,A2,1
111_A2_7-12_1857,120.504197,23.602857,A2,1
111_A2_7-12_1858,121.502215,25.029772,A2,1
111_A2_7-12_1859,121.330629,24.98037,A2,1
111_A2_7-12_1860,120.210424,23.086083,A2,1
111_A2_7-12_1861,120.685149,24.149527,A2,1
111_A2_7-12_1862,120.503983,24.08137,A2,1
111_A2_7-12_1863,121.163046,24.905445,A2,1
111_A2_7-12_1864,120.193311,23.026091,A2,1
111_A2_7-12_1865,121.317995,25.013714,A2,1
111_A2_7-12_1866,121.807794,24.674363,A2,1
111_A2_7-12_1867,121.55596,25.000246,A2,1
111_A2_7-12_1868,120.954598,24.831946,A2,1
111_A2_7-12_1869,120.57452,22.705717,A2,1
111_A2_7-12_1870,121.282144,24.98685,A2,1
111_A2_7-12_1871,121.769139,24.692971,A2,1
111_A2_7-12_1872,120.319239,22.618728,A2,1
111_A2_7-12_1873,120.343226,22.749358,A2,1
111_A2_7-12_1874,120.559638,24.082829,A2,1
111_A2_7-12_1875,121.827046,24.607954,A2,1
111_A2_7-12_1876,120.973276,24.808461,A2,1
111_A2_7-12_1877,120.722209,24.249794,A2,1
111_A2_7-12_1878,121.14358,24.90627,A2,1
111_A2_7-12_1879,121.216376,24.864857,A2,1
111_A2_7-12_1880,120.209855,23.007506,A2,1
111_A2_7-12_1881,121.734578,25.134606,A2,1
111_A2_7-12_1882,121.304738,24.98801,A2,1
111_A2_7-12_1883,120.4337,23.44897,A2,1
111_A2_7-12_1884,120.58095,23.967103,A2,1
111_A2_7-12_1885,120.693395,24.163112,A2,1
111_A2_7-12_1886,120.509353,22.69958,A2,1
111_A2_7-12_1887,121.296301,25.016511,A2,1
111_A2_7-12_1888,120.553577,24.09692,A2,1
111_A2_7-12_1889,120.685161,24.168387,A2,1
111_A2_7-12_1890,120.576303,23.94228,A2,1
111_A2_7-12_1891,120.495595,22.677879,A2,1
111_A2_7-12_1892,120.174963,23.155184,A2,1
111_A2_7-12_1893,121.407255,25.150677,A2,1
111_A2_7-12_1894,120.539844,23.929393,A2,1
111_A2_7-12_1895,121.446549,25.172114,A2,1
111_A2_7-12_1896,120.719252,24.248213,A2,1
111_A2_7-12_1897,121.269684,24.978695,A2,1
111_A2_7-12_1898,120.249614,23.181884,A2,1
111_A2_7-12_1899,120.183782,22.958941,A2,1
111_A2_7-12_1900,120.467335,22.461156,A2,1
111_A2_7-12_1901,120.965795,24.817076,A2,1
111_A2_7-12_1902,121.767131,24.6855,A2,1
111_A2_7-12_1903,121.553909,25.044235,A2,1
111_A2_7-12_1904,120.2897,22.71069,A2,1
111_A2_7-12_1905,121.497497,25.035419,A2,1
111_A2_7-12_1906,121.744734,25.130054,A2,1
111_A2_7-12_1907,120.213112,23.037914,A2,1
111_A2_7-12_1908,120.323981,23.296043,A2,1
111_A2_7-12_1909,121.511216,25.040084,A2,1
111_A2_7-12_1910,121.511409,25.041357,A2,1
111_A2_7-12_1911,121.548751,25.028312,A2,1
111_A2_7-12_1912,121.485014,25.067615,A2,1
111_A2_7-12_1913,120.651416,24.381243,A2,1
111_A2_7-12_1914,121.312617,24.991488,A2,1
111_A2_7-12_1915,120.3679,22.62301,A2,1
111_A2_7-12_1916,121.459689,24.919557,A2,1
111_A2_7-12_1917,120.541314,24.023706,A2,1
111_A2_7-12_1918,119.606279,23.617221,A2,1
111_A2_7-12_1919,121.543224,24.973344,A2,1
111_A2_7-12_1920,120.660549,24.270762,A2,1
111_A2_7-12_1921,120.684367,23.904579,A2,1
111_A2_7-12_1922,121.517047,25.029174,A2,1
111_A2_7-12_1923,121.465718,25.047442,A2,1
111_A2_7-12_1924,121.504535,25.036396,A2,1
111_A2_7-12_1925,120.552908,22.719323,A2,1
111_A2_7-12_1926,121.425554,25.184429,A2,1
111_A2_7-12_1927,121.620502,25.075819,A2,1
111_A2_7-12_1928,121.337349,24.993923,A2,1
111_A2_7-12_1929,120.972024,24.799042,A2,1
111_A2_7-12_1930,120.505131,22.663444,A2,1
111_A2_7-12_1931,120.485711,22.646766,A2,1
111_A2_7-12_1932,121.54407,25.041347,A2,1
111_A2_7-12_1933,120.314247,22.647343,A2,1
111_A2_7-12_1934,121.25714,24.868638,A2,1
111_A2_7-12_1935,121.242515,24.881698,A2,1
111_A2_7-12_1936,121.462673,25.080156,A2,1
111_A2_7-12_1937,120.562306,23.962627,A2,1
111_A2_7-12_1938,121.227481,24.871984,A2,1
111_A2_7-12_1939,120.249009,23.185542,A2,1
111_A2_7-12_1940,121.460157,25.080688,A2,1
111_A2_7-12_1941,121.48709,23.636737,A2,1
111_A2_7-12_1942,121.459639,24.977071,A2,1
111_A2_7-12_1943,120.571367,23.960955,A2,1
111_A2_7-12_1944,120.730344,23.976271,A2,1
111_A2_7-12_1945,120.560836,24.241137,A2,1
111_A2_7-12_1946,121.482192,25.00131,A2,1
111_A2_7-12_1947,121.467517,24.997614,A2,1
111_A2_7-12_1948,120.72086,24.104497,A2,1
111_A2_7-12_1949,121.479547,25.063004,A2,1
111_A2_7-12_1950,120.287118,22.923225,A2,1
111_A2_7-12_1951,121.569901,25.05454,A2,1
111_A2_7-12_1952,121.607485,25.054232,A2,1
111_A2_7-12_1953,121.752853,25.129461,A2,1
111_A2_7-12_1954,121.513987,25.110486,A2,1
111_A2_7-12_1955,120.361077,22.704057,A2,1
111_A2_7-12_1956,121.53772,25.037862,A2,1
111_A2_7-12_1957,121.509462,24.961069,A2,1
111_A2_7-12_1958,121.304598,25.020955,A2,1
111_A2_7-12_1959,120.662001,24.116801,A2,1
111_A2_7-12_1960,120.684749,23.969239,A2,1
111_A2_7-12_1961,120.368311,23.903745,A2,1
111_A2_7-12_1962,120.581139,23.967208,A2,1
111_A2_7-12_1963,120.576101,23.957649,A2,1
111_A2_7-12_1964,121.253166,24.964389,A2,1
111_A2_7-12_1965,120.220163,22.979199,A2,1
111_A2_7-12_1966,120.284001,23.194951,A2,1
111_A2_7-12_1967,118.322534,24.441107,A2,1
111_A2_7-12_1968,121.528991,24.974563,A2,1
111_A2_7-12_1969,120.726425,24.2426,A2,1
111_A2_7-12_1970,121.565247,24.982679,A2,1
111_A2_7-12_1971,121.534736,25.048428,A2,1
111_A2_7-12_1972,120.997894,24.795952,A2,1
111_A2_7-12_1973,120.968494,24.790674,A2,1
111_A2_7-12_1974,120.665733,24.123397,A2,1
111_A2_7-12_1975,120.28812,22.669819,A2,1
111_A2_7-12_1976,121.752454,24.756569,A2,1
111_A2_7-12_1977,120.690005,24.093036,A2,1
111_A2_7-12_1978,121.635385,25.062281,A2,1
111_A2_7-12_1979,121.257848,25.002775,A2,1
111_A2_7-12_1980,121.38789,25.040142,A2,1
111_A2_7-12_1981,120.189759,23.056662,A2,1
111_A2_7-12_1982,120.18935,23.022439,A2,1
111_A2_7-12_1983,120.530046,23.702067,A2,1
111_A2_7-12_1984,121.514843,25.065888,A2,1
111_A2_7-12_1985,121.272913,24.959091,A2,1
111_A2_7-12_1986,121.461469,24.97972,A2,1
111_A2_7-12_1987,120.193975,23.043983,A2,1
111_A2_7-12_1988,121.470289,24.989384,A2,1
111_A2_7-12_1989,120.687873,24.17202,A2,1
111_A2_7-12_1990,121.429414,25.021668,A2,1
111_A2_7-12_1991,121.514989,25.056985,A2,1
111_A2_7-12_1992,121.845946,25.111135,A2,1
111_A2_7-12_1993,120.53921,22.549602,A2,1
111_A2_7-12_1994,121.438972,25.172354,A2,1
111_A2_7-12_1995,120.3607,22.62417,A2,1
111_A2_7-12_1996,120.506796,22.674321,A2,1
111_A2_7-12_1997,121.00529,24.848256,A2,1
111_A2_7-12_1998,120.3418,22.6129,A2,1
111_A2_7-12_1999,120.503977,24.0399,A2,1
111_A2_7-12_2000,121.148834,22.753523,A2,1
111_A2_7-12_2001,121.741133,25.128486,A2,1
111_A2_7-12_2002,120.193581,22.984784,A2,1
111_A2_7-12_2003,121.275455,24.981173,A2,1
111_A2_7-12_2004,120.679911,24.130243,A2,1
111_A2_7-12_2005,121.539018,25.006969,A2,1
111_A2_7-12_2006,120.870993,24.679962,A2,1
111_A2_7-12_2007,121.21827,24.86831,A2,1
111_A2_7-12_2008,121.480588,25.080871,A2,1
111_A2_7-12_2009,121.044361,24.91199,A2,1
111_A2_7-12_2010,121.333637,24.993831,A2,1
111_A2_7-12_2011,120.209821,22.9944,A2,1
111_A2_7-12_2012,121.770011,24.751064,A2,1
111_A2_7-12_2013,120.224008,22.99606,A2,1
111_A2_7-12_2014,121.660036,25.069303,A2,1
111_A2_7-12_2015,120.974294,24.814203,A2,1
111_A2_7-12_2016,120.693376,24.174836,A2,1
111_A2_7-12_2017,120.3597,22.62333,A2,1
111_A2_7-12_2018,120.464358,23.693532,A2,1
111_A2_7-12_2019,121.083512,24.743451,A2,1
111_A2_7-12_2020,121.220757,24.947587,A2,1
111_A2_7-12_2021,121.376636,25.071961,A2,1
111_A2_7-12_2022,120.618269,24.178907,A2,1
111_A2_7-12_2023,120.653305,24.114062,A2,1
111_A2_7-12_2024,121.733159,25.128501,A2,1
111_A2_7-12_2025,120.574091,23.962926,A2,1
111_A2_7-12_2026,121.224565,24.959124,A2,1
111_A2_7-12_2027,120.683656,23.976114,A2,1
111_A2_7-12_2028,120.545367,24.080979,A2,1
111_A2_7-12_2029,121.223886,24.961664,A2,1
111_A2_7-12_2030,120.978519,24.812191,A2,1
111_A2_7-12_2031,120.664148,24.263013,A2,1
111_A2_7-12_2032,120.49715,23.603674,A2,1
111_A2_7-12_2033,121.501118,25.129087,A2,1
111_A2_7-12_2034,120.3068,22.61949,A2,1
111_A2_7-12_2035,120.474144,23.733645,A2,1
111_A2_7-12_2036,120.957617,24.799719,A2,1
111_A2_7-12_2037,121.201001,24.87298,A2,1
111_A2_7-12_2038,120.816646,24.542883,A2,1
111_A2_7-12_2039,121.527815,25.068047,A2,1
111_A2_7-12_2040,121.558491,25.018788,A2,1
111_A2_7-12_2041,121.243429,24.966658,A2,1
111_A2_7-12_2042,121.214545,24.957148,A2,1
111_A2_7-12_2043,121.537395,24.993405,A2,1
111_A2_7-12_2044,120.911058,24.057756,A2,1
111_A2_7-12_2045,120.695937,24.090888,A2,1
111_A2_7-12_2046,120.267054,23.006035,A2,1
111_A2_7-12_2047,120.432759,24.054685,A2,1
111_A2_7-12_2048,121.233166,24.97163,A2,1
111_A2_7-12_2049,121.635443,25.065673,A2,1
111_A2_7-12_2050,121.216177,24.956868,A2,1
111_A2_7-12_2051,121.30012,25.020643,A2,1
111_A2_7-12_2052,121.770534,24.677508,A2,1
111_A2_7-12_2053,121.453061,24.984023,A2,1
111_A2_7-12_2054,120.302196,22.613086,A2,1
111_A2_7-12_2055,121.725322,24.765979,A2,1
111_A2_7-12_2056,120.532534,24.201036,A2,1
111_A2_7-12_2057,120.654686,24.121365,A2,1
111_A2_7-12_2058,120.230851,23.759351,A2,1
111_A2_7-12_2059,120.256835,23.325445,A2,1
111_A2_7-12_2060,121.809525,24.461318,A2,1
111_A2_7-12_2061,120.212027,23.014528,A2,1
111_A2_7-12_2062,120.702502,24.196908,A2,1
111_A2_7-12_2063,120.858463,23.804857,A2,1
111_A2_7-12_2064,121.509182,25.045504,A2,1
111_A2_7-12_2065,121.550657,25.028021,A2,1
111_A2_7-12_2066,120.484972,24.008565,A2,1
111_A2_7-12_2067,120.488996,23.72817,A2,1
111_A2_7-12_2068,120.487906,22.455048,A2,1
111_A2_7-12_2069,120.556647,23.584417,A2,1
111_A2_7-12_2070,121.540882,24.98505,A2,1
111_A2_7-12_2071,121.592902,25.050976,A2,1
111_A2_7-12_2072,120.3212,22.58355,A2,1
111_A2_7-12_2073,120.357108,22.618678,A2,1
111_A2_7-12_2074,120.539227,24.087378,A2,1
111_A2_7-12_2075,120.171825,22.960864,A2,1
111_A2_7-12_2076,121.15087,24.952685,A2,1
111_A2_7-12_2077,121.578459,23.973434,A2,1
111_A2_7-12_2078,120.334404,22.62374,A2,1
111_A2_7-12_2079,120.635353,24.151597,A2,1
111_A2_7-12_2080,120.274698,23.307539,A2,1
111_A2_7-12_2081,120.655892,24.166487,A2,1
111_A2_7-12_2082,121.5035,25.064315,A2,1
111_A2_7-12_2083,121.529036,25.107965,A2,1
111_A2_7-12_2084,120.222926,23.022956,A2,1
111_A2_7-12_2085,120.353581,22.724352,A2,1
111_A2_7-12_2086,120.504476,22.783923,A2,1
111_A2_7-12_2087,120.74662,21.991609,A2,1
111_A2_7-12_2088,121.229709,24.965202,A2,1
111_A2_7-12_2089,121.570464,24.98515,A2,1
111_A2_7-12_2090,120.793244,23.675959,A2,1
111_A2_7-12_2091,121.549844,25.042608,A2,1
111_A2_7-12_2092,120.581675,24.072011,A2,1
111_A2_7-12_2093,121.27067,24.971051,A2,1
111_A2_7-12_2094,121.251957,24.937513,A2,1
111_A2_7-12_2095,120.652831,24.153683,A2,1
111_A2_7-12_2096,120.503473,22.810103,A2,1
111_A2_7-12_2097,120.192602,22.9945,A2,1
111_A2_7-12_2098,120.706901,24.211416,A2,1
111_A2_7-12_2099,121.296548,25.059362,A2,1
111_A2_7-12_2100,120.185293,23.233045,A2,1
111_A2_7-12_2101,121.182943,24.9109,A2,1
111_A2_7-12_2102,120.3539,22.68722,A2,1
111_A2_7-12_2103,120.551434,23.711423,A2,1
111_A2_7-12_2104,120.570585,24.237779,A2,1
111_A2_7-12_2105,121.026148,24.903601,A2,1
111_A2_7-12_2106,121.469138,25.013362,A2,1
111_A2_7-12_2107,121.600945,25.085501,A2,1
111_A2_7-12_2108,120.746981,24.192525,A2,1
111_A2_7-12_2109,121.446291,25.17736,A2,1
111_A2_7-12_2110,121.308547,24.993383,A2,1
111_A2_7-12_2111,121.197055,25.06489,A2,1
111_A2_7-12_2112,121.045782,24.90535,A2,1
111_A2_7-12_2113,121.228826,24.849243,A2,1
111_A2_7-12_2114,121.439923,24.971635,A2,1
111_A2_7-12_2115,121.019939,24.845808,A2,1
111_A2_7-12_2116,121.5028,25.137937,A2,1
111_A2_7-12_2117,121.542646,24.986546,A2,1
111_A2_7-12_2118,120.2943,22.67183,A2,1
111_A2_7-12_2119,120.96685,24.805487,A2,1
111_A2_7-12_2120,121.230129,24.940949,A2,1
111_A2_7-12_2121,121.593715,25.08477,A2,1
111_A2_7-12_2122,120.439066,24.060335,A2,1
111_A2_7-12_2123,121.496163,25.029712,A2,1
111_A2_7-12_2124,120.685777,23.974161,A2,1
111_A2_7-12_2125,120.724503,24.252328,A2,1
111_A2_7-12_2126,121.510659,25.058227,A2,1
111_A2_7-12_2127,121.336743,24.994744,A2,1
111_A2_7-12_2128,121.293288,24.955592,A2,1
111_A2_7-12_2129,121.260671,24.931918,A2,1
111_A2_7-12_2130,120.689933,24.111551,A2,1
111_A2_7-12_2131,120.984419,24.903296,A2,1
111_A2_7-12_2132,120.895331,24.687223,A2,1
111_A2_7-12_2133,120.671176,24.152546,A2,1
111_A2_7-12_2134,121.593033,25.052555,A2,1
111_A2_7-12_2135,120.636035,24.176193,A2,1
111_A2_7-12_2136,120.78655,24.23693,A2,1
111_A2_7-12_2137,121.485825,25.062927,A2,1
111_A2_7-12_2138,121.261085,24.953139,A2,1
111_A2_7-12_2139,121.248102,25.024176,A2,1
111_A2_7-12_2140,120.197563,22.982596,A2,1
111_A2_7-12_2141,121.204816,24.95883,A2,1
111_A2_7-12_2142,121.48754,25.014051,A2,1
111_A2_7-12_2143,120.95682,24.798624,A2,1
111_A2_7-12_2144,120.624779,24.347368,A2,1
111_A2_7-12_2145,121.325643,24.98756,A2,1
111_A2_7-12_2146,120.449442,23.527596,A2,1
111_A2_7-12_2147,121.50184,25.138933,A2,1
111_A2_7-12_2148,120.855034,23.814822,A2,1
111_A2_7-12_2149,121.512481,25.113752,A2,1
111_A2_7-12_2150,121.471877,25.082186,A2,1
111_A2_7-12_2151,121.364355,25.061622,A2,1
